症状,所属证候,证候所有症状
目札,肝虚血少目札,双睑连札不止，眼郁涩痒，常以手揉眼，时轻时重，甚者入暮不能视物，舌淡红，脉濡细。
目札,脾伤疳积目札,眼睑频频札动，轻者眼如常人，重者轻度長光流泪，痒涩时作，或灼热疼痛，白睛红赤，午后症情加重，或有漸热，烦躁易怒，苔微黄，脉弦细。
黄液上冲,脾胃实热黄液上冲,起病急骤，疼痛难忍，羞明怕日，不敢睁眼，泪出如汤.但无眼眵。白睹混赤或紫红，黑睛与黄仁之间下方，渐生膝液，向上漫增，呈液平面，如人指甲根部半月白岩之状，甚则掩过瞳神。兼见口苦咽干，胸闷纳呆，小便短赤，大便干燥，舌红苔黄腻而干，脉滑数。
黄液上冲,脾胃虚寒黄液上冲,起病缓慢，疼痛轻微，或不作痛，不畏光，无眵泪，黑睛周围仅有淡淡赤环。黑睛之内，黄仁之前，从下方有少量淡黄色脓液，呈水平面。兼见面色晦滞，或呕吐泄泻，腹满食少，舌淡苔白，脉沉细或迟缓。
蟹睛,肝胆实火蟹睛,发病急速，睹珠疼痛难当，坐卧不宁，羞明泪出，白睹红赤，黄仁一侧从黑睛障费渍玻处努张而出，犹如蟹睛，甚则呈黑豆大，瞳神紧小，不易观察，或偏于黑婧溃破一侧，兼伴洩赤便秘，口苦咽干，面赤，舌红苔黄，脉弦数。
蟹睛,气虚肝热蟹睛,发病较慢，睛珠疼痛较轻，黄仁从黑睛溃破处突出，兼明泪出不甚，瞳神可见，如枣核杏仁之状，偏于黑睛溃破处，神疲乏力，舌红苔薄黄，脉细弱而数。
蟹睛,阴虚火旺蟹睛,蟹睛迁延日久，突出的黄仁松弛平塌而不痛，白睛淡红，干涩不爽，头昏耳鸣，腰膝疫软，舌红无苔，脉细数。
疳翳,睥虚湿困疳翳,初起夜盲，眼干涩不爽，眼睑频频眨动，脘腹胀满，形体消瘦，毛发不泽，便溏泄泻，舌苔白腻，脉弦细。
疳翳,伤食积滞疳翳,夜视罔见，眼目涩痒，目札羞明，形体消瘦，腹部膨大，厌食，大便多而秽臭，舌苔厚腻，脉滑。
疳翳,虫积疳翳,入暮视物不见，上下眼皮札动不定，白睛红赤，涩痒羞明，黑睛无光泽而生白膜，俯面而卧，入睡后咬牙错齿，午后潮热，大便常见蛔虫，舌苔薄白，脉弦细。
疳翳,脾虚气陷疳翳,目眨羞明，揉鼻挦发，白睛粗厚皱起，甚则呈同心圆样白晕，黑睛枯涩晦暗，生白膜一片，有溃腐、凝脂、蟹睛之变，形瘦腹大，面色萎黄，毛发稀疏，大便溏泻，甚者脱胚，舌淡苔白，脉弱。
疳翳,脾肾阳虚疳翳,入夜视物不清，痒涩羞明，白睛灰白无光泽，黑睛生白膜腐烂，伴有久泻不止，四肢不温，蒌靡羸瘦，腹部膨大，靑筋暴露，手脚俱肿，舌质淡红，苔薄白，脉沉迟无力。
黑睛云翳,风热余邪云翳,黑睛星翳已平复，目隐涩不爽，留有云费，白睛轻度红赤，舌苔薄，脉微数。
黑睛云翳,胃阴不足云翳,黑睛星翳甫愈，白睛淡红，双眼干涩，口干，纳呆，舌红苔薄，脉细带数。
黑睛云翳,肾阴亏损云翳,黑睛云思，头晕目眩，腰膝痠软，健忘，五心烦热，舌红苔少，脉细数。
黑睛云翳,气滞血疲云翳,黑睛云翳，色焦黄或微红，如玛瑙状，口渴时欲揪水，舌质暗，苔薄，脉细涩。
黑睛星翳,肝经风热星翳,黑睛出现星翳，色呈青白，初起略隆起，继则澳破凹陷，微埔而羞明流泪，舌苔薄黄，脉弦带数。
黑睛星翳,热毒壅盛星翳,黑睛起细颗星翳，其色灰白或微黄，边缘不清，中央凹陷，或齐起，或先后次第相生，或满睛皆是，或聚或散，或如丝缕树枝，或联缀成片，上有黄膜，状如凝脂，症儈发展，黑睛可溃玻成蟹睛突出，伴有疼痈羞明，热泪如汤，舌质红，苔黄，脉弦滑数。
黑睛星翳,肾阴亏损星翳,星翳内陷，红赤隐涩，羞明轻微，无明显疼痈淹泪，头晕目眩，腰膝痠软，梦遗滑泄，舌红苔少，脉细数。
黑睛星翳,气血两虚星翳,星联凹陷，红赤疼痛，羞明流泪均较轻，形体虚弱，面色統白，少气懒言，舌淡苔薄，脉细弱。
抱轮红,肝胆火盛抱轮红,黑睛周围的白睛红赤如环，曈神紧小，触痛拒按，羞明流泪，怕热喜凉，视力有不同程度下降，头晕目眩，口苦咽干，烦躁易怒，舌质红，苔黄，脉弦数。
抱轮红,脾胃实热抱轮红,黑睹周围抱轮红赤，前房下方黄脓上涌，疼痛流泪，羞明怕热，喜凉拒按，口干欲饮，大便干燥，舌红苔黄腻，脉滑数。
抱轮红,气虚风胜抱轮红,黑睛周围抱轮隐隐淡红，稍有羞明，疼痛不甚，病延日久，时轻时重，眼睫无力，常欲垂闭，舌质淡，苔白，脉虚细。
轮上赤豆,肺经燥热轮上赤豆,白睛表层有灰红色疱疹隆起，推之可移，四周有赤脉环绕，小疱疹可自行消退或溃破，伴有轻度畏光或眵泪，舌红少津、脉数。
轮上赤豆,肺肝郁热轮上赤豆,白黑睛交界处，有淡红色疱疹突起，赤脉围绕，畏光流泪，灼涩疼痛，舌红苔微黄，脉弦而数。
轮上赤豆,肝经火旺轮上赤豆,黑睛边际疱疹隆起，溃破后渐向黑睛中央匐行，并有赤脉成束追随，状如彗星，或缠绕如赤豆，髙度羞明，患儿常以手遮目，或欲躲藏暗处，闭塞户牖，疼痛流泪较重，舌红，脉弦数。
轮上赤豆,阴虚火炎轮上赤豆,白睛或黑睛疱疼隆起，疼痛怕光轻微，病延日久不愈，或反复发作，赤脉隐现，口干咽燥，舌红苔少，脉细数。
轮上赤豆,气虚肝热轮上赤豆,白睹或黑睛上疱疼隆起，时发时愈，羞明怕热，食少神疲，烦躁不宁，舌淡红，脉濡数。
轮上赤豆,脾虚兼痰轮上赤豆,白睹或黑睛上疱疹，反复发作，面色咣白，颈部痰核累累，舌润苔白，脉潘滑。
胬肉攀睛,肺经蕴热胬肉,胬肉始于眦部，贯穿气轮，呈黄脂或赤脉数条，状如蝇翅，渐攀向黑睛，有轻度涩痒感，伴咳嗽痰稠，舌苔薄黄，脉数。
胬肉攀睛,心火炽盛胬肉,眦部红赤，胬肉阔厚，头体红赤，痒涩刺痛，伴口渴心烦，少寐，溲赤便秘，舌尖红，苔薄，脉细数。
胬肉攀睛,肝经火盛胬肉,胬肉如黄油，渐大增厚，赤瘀努起，如肉堆积，色赤若朱，干涩剌痛，伴胁痛口苦，大便干燥，舌红苔黄，脉弦带数。
胬肉攀睛,脾胃湿热胬肉,胬肉色红，生长迅速，头尖而薄，中间高厚，若马蝗堆积，横卧于中，四周赤脉围绕，伴腹胀满，大便秘结，舌苔黄腻，脉弦滑。
胬肉攀睛,肾经虚火胬肉,胬肉色淡红，时轻时重，腰膝痠软，五心烦热，舌红少苔，脉细弦或弦数。
胬肉攀睛,术后屡发胬肉,胬肉割除后，反复发作，胬肉生长迅速，堆积高低不平，牵扯睛珠，转动受限，甚者胬肉收缩，将眼珠牵向病侧，舌淡，脉细弱无力。
赤膜下垂,脾肺积热赤膜下垂,胞睑内面粟疮、椒疮丛生，白睛红丝赤脉，垂贯黑睛上际，痒涩赤疼，眵稠而黄，口苦咽干，大便干燥，舌苔黄腻，脉滑数。
赤膜下垂,肝肺风热赤膜下垂,白睛红赤，赤脉丛生，簇集肥厚为膜，累及黑睛上部，沙涩刺痒，灼热流泪，怕热羞明，眵多，舌苔薄黄，脉弦数。
赤膜下垂,肝胆火热赤膜下垂,黑睛上缘，丝脉红赤，粗大成膜，丝脉尽头生星翳，色灰白而凹陷，或如新月，甚则如筋结赤肉之血翳，包裹黑腈，遮蔽瞳神，眦角紧小，不能挣眼，头痛面赤，烦躁易怒，口干便结，舌红苔黄糙，脉弦数。
赤脉传睛,心火赤脉传睛,赤脉从一眦或两眦起始，横贯白睛，血脉粗大深红，痒涩刺痛，眵多干结，头痛烦热，口干而渴，舌红少苔，脉数。
赤脉传睛,阴虚火旺赤脉传睛,赤脉从一眦或二眦发生，白睹淡红，丝脉细小，刺痒轻微，眵少而不结，双目干涩，头晕目眩，舌红无苔，脉细数。
赤脉传睛,阴精亏拫赤脉传睛,眦部赤脉细小，白睛淡红，双目干涩昏花，耳鸣耳聋，腰膝疫软，遗精早泄，舌红少苔，脉细无力。
白睛溢血,风热犯肺白睛溢血,白睛溢血，咳嗽胸痛，咯痰黄稠，口渴引饮，发热头痛，微恶风寒，汗出，兼见咽痛，大便干燥，舌尖红，脉浮数。
白睛溢血,风寒袭肺白睛溢血,白睛溢血，咳嗽胸闷，咯痰清稀，恶寒发热无汗，头身疼痛，舌苔薄白，脉浮紧。
白睛溢血,燥热伤肺白睛溢血,白睛溢血，双眼干涩，头痛身热，周身痠楚，口渴咽干，干咳无疾，或痰少而粘，舌尖红，脉浮细而数。
白睛溢血,肝火上炎白睛溢血,白睛溢血，头痛目胀，面红眩晕，口苦耳鸣，胸胁刺痛，烦躁易怒，尿黄，舌红苔黄、脉弦数。多见于髙血压患者。
白睛溢血,阴虚火旺白睛溢血,白睛溢血，神烦少眠，口干喜饮，舌红，脉数。
白睛溢血,撞击外伤白睛溢血,白睛溢血，头痛眼胀，舌稍红，苔薄白，脉弦带数。
白睛鱼胞,肺经风热鱼胞,白睛半边或全部隆起，一般呈白色，有轻度磨痒涩感，可伴恶风咳嗽，舌苔白腻，脉濡数。
白睛鱼胞,肺火上炎鱼胞,白睛肿胀壅起，色红，伴有赤脉爬行，甚则遮盖黑睹，突出珠外，眼睑难开，痒涩刺痛，眵泪较多，伴有口千咽燥，大便秘结，舌苔黄腻，脉数。
白睛鱼胞,阴虚内热鱼胞,白睛部分或全部隆起，但努胀不甚，色呈淡红，有轻度灼热感，眵少不结，心烦少寐，口舌生疮，舌红少苔，脉细数。
白睛鱼胞,气虚下陷鱼胞,白睛壅起，不红不紫，如鱼腹中之白胞，眼睫无力，常欲垂闭，不耐久视，久视则痠疼，面色咣白，神疲乏力，食少纳呆，舌淡，脉细弱。
白睛生疳,风热犯肺白睛生疳,症见白睛泡样顆粒隆起，部位不定，此起彼伏，周围赤丝环绕，目赤痒痛，热泪如汤，眵多难睁，口渴，舌红苔微黄，脉浮数。
白睛生疳,心火上乘白睛生疳,症状是白睛小泡样颗粒，多在接近眦部或两眦睑裂部风轮边缘上，目赤涩痛，舌尖红，脉数。
白睛生疳,脾胃湿热白睛生疳,白睹小泡样颗粒，部位不固定。患眼眦部或睑弦潮热糜烂，头重体倦，胸闷不舒，舌红苔膩，脉濡数。
白睛生疳,脾胃虚寒白睹生疳,白睛小泡样顆粒不固定，周围赤丝不多，兼见胃脘满闷，脘腹隐痛，便溏乏力，舌淡苔白，脉沉细无力。
目干涩,阴血亏虚目干涩,主要临床表现为目内干燥少津，滞涩不爽，视物易感疲劳，面色萎黄，爪甲色淡，失眠多梦，头晕耳鸣，咽干舌躁，或五心烦热，或腰酸遗精。舌淡或舌红，脉细数。
目干涩,燥热伤津目干涩,目干燥作痒，目热且涩，干咳少痰，口鼻干燥，口渴欲饮，舌红少津，脉数。
睑弦赤烂,湿热偏盛睑弦赤烂,主要临床症状为睑眩红肿溃烂，疼痛奇痒，怕光流泪，睫毛根部结痂，除了痂皮外，可见溃烂部分或小脓疱，舌红苔腻，脉弦滑。
睑弦赤烂,郁火上冲睑弦赤烂,属“风赤搭痍”范畴。主要症状为眼睑皮肤刺痒灼热，红肿糜烂，红甚烂轻，色如丹涂，并有粘液脓汁溢出，腥臭胶粘。或结痂成块。或兼见目胀头痛，口苦胁胀，心烦易怒，舌红，脉弦数。
睑弦赤烂,血虚受风睑弦赤烂,主要症状为眼睑干涩而痒，睫毛根部有皮屑附着，或眼睑皮肤增厚粗糙。多见于老年人，或身体衰弱者。
睑弦赤烂,脾虚夹湿睑弦赤烂,症状为睑弦微红而痒，红轻烂重，糜烂胶着。或见白色鳞屑积聚睫毛周围，脘闷腹胀，嗳气时作，食少纳呆，舌胖嫩，苔腻，脉濡或弦滑。
白睛红赤,外感风热白睛红赤,相当于“暴风客热”范畴。其主要临床表现为白睛暴赤，热泪如汤，羞明隐涩。兼见恶寒发热，头痛鼻塞，舌苔薄白，脉浮数。
白睛红赤,天行时邪白睹红赤,"相当于""天行赤眼”。临床常见白睛红赤灼热，眵多粘结，怕日羞明，眼涩难睁。或先患一眼而累及两眼，或两眼齐发。传染性强，常一家之内，一
里之中，老幼相传，同时发病。
"
白睛红赤,邪热伏络白睛红赤,"属“赤丝虬脉”范畴。常见白睛淡红，表面有赤脉纵横，扎蟠旋曲，丝脉粗细稀密不等，久而不愈。兼见羞明流泪，或微痒微痛，视物容易疲劳，午
后更甚。
"
白睛红赤,酒毒内蕴白睛红赤,相当于“白睛黄赤”。本症常发于嘈酒患者。症见白睛渐渐黄赤，眼涩干痒，兼见湿热内蕴之症，舌苔黄腻，脉象濡数。
白睛红赤,肝胆火盛白睛红赤,症见白睛红赤热痛，甚则赤脉纵横，热泪多眵，两目发胀。兼见恶热头痛（以巔顶与双侧太阳穴为甚），口苦咽干，胁叻胀痛，尿赤或便结，舌红，脉弦数。
白睛红赤,肝肾阴虚白睛红赤,相当于“赤痛如邪”。本症常发于久病体弱之人。症见白睛淡红，病势缓慢，时作时止，常常一年数发。兼见腰膝痠软，五心烦热，潮热盗汗，脉细数。
漏睛,外感风热漏睛,内眦部轻度胀痛，肤色稍红，局部轻度隆起，压之有脓汁或粘薄混浊泪液外溢。兼见恶寒发热，头身疼痛，舌红苔白，脉浮数。
漏睛,心火炽盛漏睛,内眦部肿胀疼痛明显，硬结拒按发热口渴，尿黄舌红，脉数。
漏睛,气血两虚漏睛,眦部肿胀日久，红肿渐消，疼痛渐减，惟有稀汁脓液或靑黑腥秘脓水时时从泪窍溢出，久久不愈。体虚乏力，面色无华，舌淡，脉细弱。
漏睛,热邪稍留漏睛,内眦部肿胀疼痛，按之变软，有脓汁从泪窍溢出，发热口渴，舌红，脉数。
流泪,肝经虚寒流泪,即迎风冷泪，属“冷泪”范畴。常见于年高血虚之人。主要表现为进风则冷泪频流，形体消瘦，面色无华，唇淡甲白。舌质淡，脉细。甚则伴有肢冷身凉，口中和，舌质淡，苔白润，脉沉迟。
流泪,肝经风热流泪,即迎风热泪，属“热泪”范畴。主要表现为见风则流热沮，两目赤涩，口鼻干燥，头晕耳鸣。舌质红，苔薄白，脉弦或带细数。
流泪,肝肾两亏流泪,即无时冷泪，亦厲“冷泪”范畴。主要表现常流冷泪，遇寒更甚。初起泪止如无病症，久则冷泪长流。伴有眼目昏眩，瞻视不明，耳鸣耳聋，失眠遗精，腰腿痠软。舌苔白，脉细弱。
流泪,阴虚火旺流泪,即无时热泪，亦厲“热泪”范畴。主要表现日间常流热泪，夜则干涩，伴有头晕目暗，舌苔薄白或薄黄，质红，脉细数。
拳毛倒睫,风热内积倒睫,主要临床表现为目红涩痒，羞明多泪，睑肿紧急，睫毛倒入，内剌睛珠，刺痛流泪，频频扎目，舌红，脉数。
拳毛倒睫,肺脾气虚倒睫,表现为胞睑微微作痒，时轻时重，睫毛一根或数根拳曲倒入，重者皮宽弦紧，内急外驰，睫毛大部倒入，内刺瞳仁，剌痛流泪，羞明难挣，体弱乏力，少气，舌淡，脉弱。
胞内生肉,风热壅盛胞内生肉,主要临床表现为，胞睑之内，瘀肉高起，渐渐长大，色红如鸡冠，似岘肉，甚者掩及全目。头目胀痛，形寒身热，舌红，苔薄白，脉弦数或浮数。
胞内生肉,阴虚火炎胞内生肉,表现为胞睑之内所生瘀肉色淡而薄，发展缓慢，红筋乍起乍退，微感涩痒，五心发热，潮热盗汗，舌红，脉细数。
目生椒粟,脾经风热目生椒粟,本证初期仅感眼都不适，微痒，翻转胞睑，可见少量细小颗粒，色红而坚，状如花椒。继则胞睑内顆粒增加，病势加剧，沙涩羞明，结眵流泪，胞睑肿硬，颗粒成片，凸凹不平，隐隐磨擦眼珠，致使赤膜下垂，风轮星点翳膜，并发他症，逐渐影响视力。
